user ,photo,created time,following or not,like type
16,36,13-04-2023 08:04,yes,heart emoji
16,38,13-04-2023 08:04,yes,thumbs up
16,43,13-04-2023 08:04,no,laughing
16,44,13-04-2023 08:04,yes,fire
16,45,13-04-2023 08:04,yes,clap
16,49,13-04-2023 08:04,no,heart emoji
16,53,13-04-2023 08:04,yes,thumbs up
16,57,13-04-2023 08:04,yes,laughing
16,60,13-04-2023 08:04,no,fire
16,61,13-04-2023 08:04,yes,clap
16,62,13-04-2023 08:04,yes,heart emoji
16,67,13-04-2023 08:04,no,thumbs up
16,71,13-04-2023 08:04,yes,laughing
16,75,13-04-2023 08:04,yes,fire
16,78,13-04-2023 08:04,no,clap
16,79,13-04-2023 08:04,yes,heart emoji
16,81,13-04-2023 08:04,yes,thumbs up
16,82,13-04-2023 08:04,no,laughing
16,83,13-04-2023 08:04,yes,fire
16,86,13-04-2023 08:04,yes,clap
16,88,13-04-2023 08:04,no,heart emoji
16,90,13-04-2023 08:04,yes,thumbs up
16,91,13-04-2023 08:04,yes,laughing
16,93,13-04-2023 08:04,no,fire
16,94,13-04-2023 08:04,yes,clap
16,98,13-04-2023 08:04,yes,heart emoji
16,103,13-04-2023 08:04,no,thumbs up
16,106,13-04-2023 08:04,yes,laughing
16,112,13-04-2023 08:04,yes,fire
16,113,13-04-2023 08:04,no,clap
16,116,13-04-2023 08:04,yes,heart emoji
16,118,13-04-2023 08:04,yes,thumbs up
16,121,13-04-2023 08:04,no,laughing
16,122,13-04-2023 08:04,yes,fire
16,123,13-04-2023 08:04,yes,clap
16,124,13-04-2023 08:04,no,heart emoji
16,125,13-04-2023 08:04,yes,thumbs up
16,126,13-04-2023 08:04,yes,laughing
16,129,13-04-2023 08:04,no,fire
16,130,13-04-2023 08:04,yes,clap
16,132,13-04-2023 08:04,yes,heart emoji
16,133,13-04-2023 08:04,no,thumbs up
16,136,13-04-2023 08:04,yes,laughing
16,137,13-04-2023 08:04,yes,fire
16,139,13-04-2023 08:04,no,clap
16,145,13-04-2023 08:04,yes,heart emoji
16,147,13-04-2023 08:04,yes,thumbs up
16,148,13-04-2023 08:04,no,laughing
16,150,13-04-2023 08:04,yes,fire
16,155,13-04-2023 08:04,yes,clap
16,160,13-04-2023 08:04,no,heart emoji
16,166,13-04-2023 08:04,yes,thumbs up
16,169,13-04-2023 08:04,yes,laughing
16,171,13-04-2023 08:04,no,fire
16,173,13-04-2023 08:04,yes,clap
16,174,13-04-2023 08:04,yes,heart emoji
16,177,13-04-2023 08:04,no,thumbs up
16,178,13-04-2023 08:04,yes,laughing
16,180,13-04-2023 08:04,yes,fire
16,181,13-04-2023 08:04,no,clap
16,185,13-04-2023 08:04,yes,heart emoji
16,189,13-04-2023 08:04,yes,thumbs up
16,192,13-04-2023 08:04,no,laughing
16,195,13-04-2023 08:04,yes,fire
16,196,13-04-2023 08:04,yes,clap
16,197,13-04-2023 08:04,no,heart emoji
16,198,13-04-2023 08:04,yes,thumbs up
16,203,13-04-2023 08:04,yes,laughing
16,205,13-04-2023 08:04,no,fire
16,206,13-04-2023 08:04,yes,clap
16,209,13-04-2023 08:04,yes,heart emoji
16,212,13-04-2023 08:04,no,thumbs up
16,214,13-04-2023 08:04,yes,laughing
16,215,13-04-2023 08:04,yes,fire
16,219,13-04-2023 08:04,no,clap
16,224,13-04-2023 08:04,yes,heart emoji
16,230,13-04-2023 08:04,yes,thumbs up
16,238,13-04-2023 08:04,no,laughing
16,239,13-04-2023 08:04,yes,fire
16,240,13-04-2023 08:04,yes,clap
16,243,13-04-2023 08:04,no,heart emoji
16,244,13-04-2023 08:04,yes,thumbs up
16,249,13-04-2023 08:04,yes,laughing
16,252,13-04-2023 08:04,no,fire
16,254,13-04-2023 08:04,yes,clap
16,256,13-04-2023 08:04,yes,heart emoji
17,2,13-04-2023 08:04,no,thumbs up
17,4,13-04-2023 08:04,yes,laughing
17,5,13-04-2023 08:04,yes,fire
17,10,13-04-2023 08:04,no,clap
17,11,13-04-2023 08:04,yes,heart emoji
17,14,13-04-2023 08:04,yes,thumbs up
17,16,13-04-2023 08:04,no,laughing
17,20,13-04-2023 08:04,yes,fire
17,21,13-04-2023 08:04,yes,clap
17,22,13-04-2023 08:04,no,heart emoji
17,25,13-04-2023 08:04,yes,thumbs up
17,28,13-04-2023 08:04,yes,laughing
17,34,13-04-2023 08:04,no,fire
17,37,13-04-2023 08:04,yes,clap
17,41,13-04-2023 08:04,yes,heart emoji
17,46,13-04-2023 08:04,no,thumbs up
17,49,13-04-2023 08:04,yes,laughing
17,52,13-04-2023 08:04,yes,fire
17,53,13-04-2023 08:04,no,clap
17,54,13-04-2023 08:04,yes,heart emoji
17,58,13-04-2023 08:04,yes,thumbs up
17,59,13-04-2023 08:04,no,laughing
17,64,13-04-2023 08:04,yes,fire
17,67,13-04-2023 08:04,yes,clap
17,68,13-04-2023 08:04,no,heart emoji
17,72,13-04-2023 08:04,yes,thumbs up
17,76,13-04-2023 08:04,yes,laughing
17,79,13-04-2023 08:04,no,fire
17,81,13-04-2023 08:04,yes,clap
17,83,13-04-2023 08:04,yes,heart emoji
17,84,13-04-2023 08:04,no,thumbs up
17,92,13-04-2023 08:04,yes,laughing
17,93,13-04-2023 08:04,yes,fire
17,96,13-04-2023 08:04,no,clap
17,97,13-04-2023 08:04,yes,heart emoji
17,98,13-04-2023 08:04,yes,thumbs up
17,106,13-04-2023 08:04,no,laughing
17,112,13-04-2023 08:04,yes,fire
17,114,13-04-2023 08:04,yes,clap
17,117,13-04-2023 08:04,no,heart emoji
17,120,13-04-2023 08:04,yes,thumbs up
17,122,13-04-2023 08:04,yes,laughing
17,123,13-04-2023 08:04,no,fire
17,129,13-04-2023 08:04,yes,clap
17,131,13-04-2023 08:04,yes,heart emoji
17,133,13-04-2023 08:04,no,thumbs up
17,134,13-04-2023 08:04,yes,laughing
17,140,13-04-2023 08:04,yes,fire
17,142,13-04-2023 08:04,no,clap
17,144,13-04-2023 08:04,yes,heart emoji
17,145,13-04-2023 08:04,yes,thumbs up
17,155,13-04-2023 08:04,no,laughing
17,159,13-04-2023 08:04,yes,fire
17,165,13-04-2023 08:04,yes,clap
17,166,13-04-2023 08:04,no,heart emoji
17,170,13-04-2023 08:04,yes,thumbs up
17,171,13-04-2023 08:04,yes,laughing
17,175,13-04-2023 08:04,no,fire
17,176,13-04-2023 08:04,yes,clap
17,180,13-04-2023 08:04,yes,heart emoji
17,193,13-04-2023 08:04,no,thumbs up
17,195,13-04-2023 08:04,yes,laughing
17,198,13-04-2023 08:04,yes,fire
17,199,13-04-2023 08:04,no,clap
17,200,13-04-2023 08:04,yes,heart emoji
17,202,13-04-2023 08:04,yes,thumbs up
17,203,13-04-2023 08:04,no,laughing
17,210,13-04-2023 08:04,yes,fire
17,211,13-04-2023 08:04,yes,clap
17,218,13-04-2023 08:04,no,heart emoji
17,220,13-04-2023 08:04,yes,thumbs up
17,223,13-04-2023 08:04,yes,laughing
17,224,13-04-2023 08:04,no,fire
17,231,13-04-2023 08:04,yes,clap
17,234,13-04-2023 08:04,yes,heart emoji
17,241,13-04-2023 08:04,no,thumbs up
17,242,13-04-2023 08:04,yes,laughing
17,248,13-04-2023 08:04,yes,fire
18,13,13-04-2023 08:04,no,clap
18,18,13-04-2023 08:04,yes,heart emoji
18,21,13-04-2023 08:04,yes,thumbs up
18,24,13-04-2023 08:04,no,laughing
18,30,13-04-2023 08:04,yes,fire
18,36,13-04-2023 08:04,yes,clap
18,39,13-04-2023 08:04,no,heart emoji
18,40,13-04-2023 08:04,yes,thumbs up
18,42,13-04-2023 08:04,yes,laughing
18,44,13-04-2023 08:04,no,fire
18,47,13-04-2023 08:04,yes,clap
18,49,13-04-2023 08:04,yes,heart emoji
18,52,13-04-2023 08:04,no,thumbs up
18,54,13-04-2023 08:04,yes,laughing
18,58,13-04-2023 08:04,yes,fire
18,59,13-04-2023 08:04,no,clap
18,67,13-04-2023 08:04,yes,heart emoji
18,69,13-04-2023 08:04,yes,thumbs up
18,71,13-04-2023 08:04,no,laughing
18,73,13-04-2023 08:04,yes,fire
18,78,13-04-2023 08:04,yes,clap
18,79,13-04-2023 08:04,no,heart emoji
18,82,13-04-2023 08:04,yes,thumbs up
18,83,13-04-2023 08:04,yes,laughing
18,87,13-04-2023 08:04,no,fire
18,91,13-04-2023 08:04,yes,clap
18,98,13-04-2023 08:04,yes,heart emoji
18,99,13-04-2023 08:04,no,thumbs up
18,100,13-04-2023 08:04,yes,laughing
18,107,13-04-2023 08:04,yes,fire
18,108,13-04-2023 08:04,no,clap
18,119,13-04-2023 08:04,yes,heart emoji
18,120,13-04-2023 08:04,yes,thumbs up
18,124,13-04-2023 08:04,no,laughing
18,125,13-04-2023 08:04,yes,fire
18,131,13-04-2023 08:04,yes,clap
18,132,13-04-2023 08:04,no,heart emoji
18,134,13-04-2023 08:04,yes,thumbs up
18,137,13-04-2023 08:04,yes,laughing
18,143,13-04-2023 08:04,no,fire
18,144,13-04-2023 08:04,yes,clap
18,145,13-04-2023 08:04,yes,heart emoji
18,147,13-04-2023 08:04,no,thumbs up
18,151,13-04-2023 08:04,yes,laughing
18,155,13-04-2023 08:04,yes,fire
18,157,13-04-2023 08:04,no,clap
18,160,13-04-2023 08:04,yes,heart emoji
18,163,13-04-2023 08:04,yes,thumbs up
18,170,13-04-2023 08:04,no,laughing
18,171,13-04-2023 08:04,yes,fire
18,172,13-04-2023 08:04,yes,clap
18,174,13-04-2023 08:04,no,heart emoji
18,177,13-04-2023 08:04,yes,thumbs up
18,178,13-04-2023 08:04,yes,laughing
18,183,13-04-2023 08:04,no,fire
18,185,13-04-2023 08:04,yes,clap
18,188,13-04-2023 08:04,yes,heart emoji
18,198,13-04-2023 08:04,no,thumbs up
18,200,13-04-2023 08:04,yes,laughing
18,201,13-04-2023 08:04,yes,fire
18,203,13-04-2023 08:04,no,clap
18,204,13-04-2023 08:04,yes,heart emoji
18,205,13-04-2023 08:04,yes,thumbs up
18,208,13-04-2023 08:04,no,laughing
18,209,13-04-2023 08:04,yes,fire
18,210,13-04-2023 08:04,yes,clap
18,213,13-04-2023 08:04,no,heart emoji
18,214,13-04-2023 08:04,yes,thumbs up
18,218,13-04-2023 08:04,yes,laughing
18,219,13-04-2023 08:04,no,fire
18,222,13-04-2023 08:04,yes,clap
18,225,13-04-2023 08:04,yes,heart emoji
18,231,13-04-2023 08:04,no,thumbs up
18,234,13-04-2023 08:04,yes,laughing
18,235,13-04-2023 08:04,yes,fire
18,236,13-04-2023 08:04,no,clap
18,237,13-04-2023 08:04,yes,heart emoji
18,242,13-04-2023 08:04,yes,thumbs up
18,248,13-04-2023 08:04,no,laughing
18,250,13-04-2023 08:04,yes,fire
18,251,13-04-2023 08:04,yes,clap
18,257,13-04-2023 08:04,no,heart emoji
19,1,13-04-2023 08:04,yes,thumbs up
19,2,13-04-2023 08:04,yes,laughing
19,6,13-04-2023 08:04,no,fire
19,7,13-04-2023 08:04,yes,clap
19,8,13-04-2023 08:04,yes,heart emoji
19,9,13-04-2023 08:04,no,thumbs up
19,10,13-04-2023 08:04,yes,laughing
19,13,13-04-2023 08:04,yes,fire
19,14,13-04-2023 08:04,no,clap
19,15,13-04-2023 08:04,yes,heart emoji
19,24,13-04-2023 08:04,yes,thumbs up
19,25,13-04-2023 08:04,no,laughing
19,27,13-04-2023 08:04,yes,fire
19,28,13-04-2023 08:04,yes,clap
19,32,13-04-2023 08:04,no,heart emoji
19,38,13-04-2023 08:04,yes,thumbs up
19,41,13-04-2023 08:04,yes,laughing
19,50,13-04-2023 08:04,no,fire
19,55,13-04-2023 08:04,yes,clap
19,57,13-04-2023 08:04,yes,heart emoji
19,58,13-04-2023 08:04,no,thumbs up
19,59,13-04-2023 08:04,yes,laughing
19,61,13-04-2023 08:04,yes,fire
19,71,13-04-2023 08:04,no,clap
19,80,13-04-2023 08:04,yes,heart emoji
19,82,13-04-2023 08:04,yes,thumbs up
19,83,13-04-2023 08:04,no,laughing
19,84,13-04-2023 08:04,yes,fire
19,85,13-04-2023 08:04,yes,clap
19,86,13-04-2023 08:04,no,heart emoji
19,87,13-04-2023 08:04,yes,thumbs up
19,89,13-04-2023 08:04,yes,laughing
19,97,13-04-2023 08:04,no,fire
19,101,13-04-2023 08:04,yes,clap
19,103,13-04-2023 08:04,yes,heart emoji
19,104,13-04-2023 08:04,no,thumbs up
19,105,13-04-2023 08:04,yes,laughing
19,113,13-04-2023 08:04,yes,fire
19,114,13-04-2023 08:04,no,clap
19,118,13-04-2023 08:04,yes,heart emoji
19,119,13-04-2023 08:04,yes,thumbs up
19,121,13-04-2023 08:04,no,laughing
19,123,13-04-2023 08:04,yes,fire
19,125,13-04-2023 08:04,yes,clap
19,126,13-04-2023 08:04,no,heart emoji
19,130,13-04-2023 08:04,yes,thumbs up
19,133,13-04-2023 08:04,yes,laughing
19,136,13-04-2023 08:04,no,fire
19,142,13-04-2023 08:04,yes,clap
19,146,13-04-2023 08:04,yes,heart emoji
19,148,13-04-2023 08:04,no,thumbs up
19,149,13-04-2023 08:04,yes,laughing
19,150,13-04-2023 08:04,yes,fire
19,151,13-04-2023 08:04,no,clap
19,153,13-04-2023 08:04,yes,heart emoji
19,157,13-04-2023 08:04,yes,thumbs up
19,160,13-04-2023 08:04,no,laughing
19,162,13-04-2023 08:04,yes,fire
19,165,13-04-2023 08:04,yes,clap
19,166,13-04-2023 08:04,no,heart emoji
19,169,13-04-2023 08:04,yes,thumbs up
19,175,13-04-2023 08:04,yes,laughing
19,178,13-04-2023 08:04,no,fire
19,180,13-04-2023 08:04,yes,clap
19,181,13-04-2023 08:04,yes,heart emoji
19,182,13-04-2023 08:04,no,thumbs up
19,184,13-04-2023 08:04,yes,laughing
19,186,13-04-2023 08:04,yes,fire
19,188,13-04-2023 08:04,no,clap
19,189,13-04-2023 08:04,yes,heart emoji
19,191,13-04-2023 08:04,yes,thumbs up
19,197,13-04-2023 08:04,no,laughing
19,200,13-04-2023 08:04,yes,fire
19,204,13-04-2023 08:04,yes,clap
19,205,13-04-2023 08:04,no,heart emoji
19,206,13-04-2023 08:04,yes,thumbs up
19,207,13-04-2023 08:04,yes,laughing
19,212,13-04-2023 08:04,no,fire
19,213,13-04-2023 08:04,yes,clap
19,215,13-04-2023 08:04,yes,heart emoji
19,217,13-04-2023 08:04,no,thumbs up
19,232,13-04-2023 08:04,yes,laughing
19,235,13-04-2023 08:04,yes,fire
19,241,13-04-2023 08:04,no,clap
19,242,13-04-2023 08:04,yes,heart emoji
19,244,13-04-2023 08:04,yes,thumbs up
19,251,13-04-2023 08:04,no,laughing
19,252,13-04-2023 08:04,yes,fire
19,255,13-04-2023 08:04,yes,clap
19,256,13-04-2023 08:04,no,heart emoji
20,3,13-04-2023 08:04,yes,thumbs up
20,4,13-04-2023 08:04,yes,laughing
20,10,13-04-2023 08:04,no,fire
20,11,13-04-2023 08:04,yes,clap
20,12,13-04-2023 08:04,yes,heart emoji
20,13,13-04-2023 08:04,no,thumbs up
20,15,13-04-2023 08:04,yes,laughing
20,16,13-04-2023 08:04,yes,fire
20,19,13-04-2023 08:04,no,clap
20,20,13-04-2023 08:04,yes,heart emoji
20,21,13-04-2023 08:04,yes,thumbs up
20,27,13-04-2023 08:04,no,laughing
20,28,13-04-2023 08:04,yes,fire
20,35,13-04-2023 08:04,yes,clap
20,42,13-04-2023 08:04,no,heart emoji
20,45,13-04-2023 08:04,yes,thumbs up
20,47,13-04-2023 08:04,yes,laughing
20,48,13-04-2023 08:04,no,fire
20,53,13-04-2023 08:04,yes,clap
20,56,13-04-2023 08:04,yes,heart emoji
20,57,13-04-2023 08:04,no,thumbs up
20,59,13-04-2023 08:04,yes,laughing
20,63,13-04-2023 08:04,yes,fire
20,64,13-04-2023 08:04,no,clap
20,66,13-04-2023 08:04,yes,heart emoji
20,67,13-04-2023 08:04,yes,thumbs up
20,71,13-04-2023 08:04,no,laughing
20,76,13-04-2023 08:04,yes,fire
20,86,13-04-2023 08:04,yes,clap
20,97,13-04-2023 08:04,no,heart emoji
20,99,13-04-2023 08:04,yes,thumbs up
20,102,13-04-2023 08:04,yes,laughing
20,112,13-04-2023 08:04,no,fire
20,113,13-04-2023 08:04,yes,clap
20,114,13-04-2023 08:04,yes,heart emoji
20,115,13-04-2023 08:04,no,thumbs up
20,119,13-04-2023 08:04,yes,laughing
20,123,13-04-2023 08:04,yes,fire
20,125,13-04-2023 08:04,no,clap
20,127,13-04-2023 08:04,yes,heart emoji
20,131,13-04-2023 08:04,yes,thumbs up
20,134,13-04-2023 08:04,no,laughing
20,137,13-04-2023 08:04,yes,fire
20,140,13-04-2023 08:04,yes,clap
20,142,13-04-2023 08:04,no,heart emoji
20,143,13-04-2023 08:04,yes,thumbs up
20,144,13-04-2023 08:04,yes,laughing
20,145,13-04-2023 08:04,no,fire
20,146,13-04-2023 08:04,yes,clap
20,147,13-04-2023 08:04,yes,heart emoji
20,149,13-04-2023 08:04,no,thumbs up
20,152,13-04-2023 08:04,yes,laughing
20,153,13-04-2023 08:04,yes,fire
20,154,13-04-2023 08:04,no,clap
20,157,13-04-2023 08:04,yes,heart emoji
20,159,13-04-2023 08:04,yes,thumbs up
20,162,13-04-2023 08:04,no,laughing
20,163,13-04-2023 08:04,yes,fire
20,165,13-04-2023 08:04,yes,clap
20,168,13-04-2023 08:04,no,heart emoji
20,171,13-04-2023 08:04,yes,thumbs up
20,173,13-04-2023 08:04,yes,laughing
20,176,13-04-2023 08:04,no,fire
20,181,13-04-2023 08:04,yes,clap
20,190,13-04-2023 08:04,yes,heart emoji
20,194,13-04-2023 08:04,no,thumbs up
20,203,13-04-2023 08:04,yes,laughing
20,205,13-04-2023 08:04,yes,fire
20,206,13-04-2023 08:04,no,clap
20,208,13-04-2023 08:04,yes,heart emoji
20,209,13-04-2023 08:04,yes,thumbs up
20,212,13-04-2023 08:04,no,laughing
20,213,13-04-2023 08:04,yes,fire
20,219,13-04-2023 08:04,yes,clap
20,224,13-04-2023 08:04,no,heart emoji
20,229,13-04-2023 08:04,yes,thumbs up
20,230,13-04-2023 08:04,yes,laughing
20,237,13-04-2023 08:04,no,fire
20,239,13-04-2023 08:04,yes,clap
20,240,13-04-2023 08:04,yes,heart emoji
20,242,13-04-2023 08:04,no,thumbs up
20,244,13-04-2023 08:04,yes,laughing
20,245,13-04-2023 08:04,yes,fire
20,247,13-04-2023 08:04,no,clap
20,249,13-04-2023 08:04,yes,heart emoji
20,256,13-04-2023 08:04,yes,thumbs up
20,257,13-04-2023 08:04,no,laughing
21,1,13-04-2023 08:04,yes,fire
21,2,13-04-2023 08:04,yes,clap
21,3,13-04-2023 08:04,no,heart emoji
21,4,13-04-2023 08:04,yes,thumbs up
21,5,13-04-2023 08:04,yes,laughing
21,6,13-04-2023 08:04,no,fire
21,7,13-04-2023 08:04,yes,clap
21,8,13-04-2023 08:04,yes,heart emoji
21,9,13-04-2023 08:04,no,thumbs up
21,10,13-04-2023 08:04,yes,laughing
21,11,13-04-2023 08:04,yes,fire
21,12,13-04-2023 08:04,no,clap
21,13,13-04-2023 08:04,yes,heart emoji
21,14,13-04-2023 08:04,yes,thumbs up
21,15,13-04-2023 08:04,no,laughing
21,16,13-04-2023 08:04,yes,fire
21,17,13-04-2023 08:04,yes,clap
21,18,13-04-2023 08:04,no,heart emoji
21,19,13-04-2023 08:04,yes,thumbs up
21,20,13-04-2023 08:04,yes,laughing
21,21,13-04-2023 08:04,no,fire
21,22,13-04-2023 08:04,yes,clap
21,23,13-04-2023 08:04,yes,heart emoji
21,24,13-04-2023 08:04,no,thumbs up
21,25,13-04-2023 08:04,yes,laughing
21,26,13-04-2023 08:04,yes,fire
21,27,13-04-2023 08:04,no,clap
21,28,13-04-2023 08:04,yes,heart emoji
21,29,13-04-2023 08:04,yes,thumbs up
21,30,13-04-2023 08:04,no,laughing
21,31,13-04-2023 08:04,yes,fire
21,32,13-04-2023 08:04,yes,clap
21,33,13-04-2023 08:04,no,heart emoji
21,34,13-04-2023 08:04,yes,thumbs up
21,35,13-04-2023 08:04,yes,laughing
21,36,13-04-2023 08:04,no,fire
21,37,13-04-2023 08:04,yes,clap
21,38,13-04-2023 08:04,yes,heart emoji
21,39,13-04-2023 08:04,no,thumbs up
21,40,13-04-2023 08:04,yes,laughing
21,41,13-04-2023 08:04,yes,fire
21,42,13-04-2023 08:04,no,clap
21,43,13-04-2023 08:04,yes,heart emoji
21,44,13-04-2023 08:04,yes,thumbs up
21,45,13-04-2023 08:04,no,laughing
21,46,13-04-2023 08:04,yes,fire
21,47,13-04-2023 08:04,yes,clap
21,48,13-04-2023 08:04,no,heart emoji
21,49,13-04-2023 08:04,yes,thumbs up
21,50,13-04-2023 08:04,yes,laughing
21,51,13-04-2023 08:04,no,fire
21,52,13-04-2023 08:04,yes,clap
21,53,13-04-2023 08:04,yes,heart emoji
21,54,13-04-2023 08:04,no,thumbs up
21,55,13-04-2023 08:04,yes,laughing
21,56,13-04-2023 08:04,yes,fire
21,57,13-04-2023 08:04,no,clap
21,58,13-04-2023 08:04,yes,heart emoji
21,59,13-04-2023 08:04,yes,thumbs up
21,60,13-04-2023 08:04,no,laughing
21,61,13-04-2023 08:04,yes,fire
21,62,13-04-2023 08:04,yes,clap
21,63,13-04-2023 08:04,no,heart emoji
21,64,13-04-2023 08:04,yes,thumbs up
21,65,13-04-2023 08:04,yes,laughing
21,66,13-04-2023 08:04,no,fire
21,67,13-04-2023 08:04,yes,clap
21,68,13-04-2023 08:04,yes,heart emoji
21,69,13-04-2023 08:04,no,thumbs up
21,70,13-04-2023 08:04,yes,laughing
21,71,13-04-2023 08:04,yes,fire
21,72,13-04-2023 08:04,no,clap
21,73,13-04-2023 08:04,yes,heart emoji
21,74,13-04-2023 08:04,yes,thumbs up
21,75,13-04-2023 08:04,no,laughing
21,76,13-04-2023 08:04,yes,fire
21,77,13-04-2023 08:04,yes,clap
21,78,13-04-2023 08:04,no,heart emoji
21,79,13-04-2023 08:04,yes,thumbs up
21,80,13-04-2023 08:04,yes,laughing
21,81,13-04-2023 08:04,no,fire
21,82,13-04-2023 08:04,yes,clap
21,83,13-04-2023 08:04,yes,heart emoji
21,84,13-04-2023 08:04,no,thumbs up
21,85,13-04-2023 08:04,yes,laughing
21,86,13-04-2023 08:04,yes,fire
21,87,13-04-2023 08:04,no,clap
21,88,13-04-2023 08:04,yes,heart emoji
21,89,13-04-2023 08:04,yes,thumbs up
21,90,13-04-2023 08:04,no,laughing
21,91,13-04-2023 08:04,yes,fire
21,92,13-04-2023 08:04,yes,clap
21,93,13-04-2023 08:04,no,heart emoji
21,94,13-04-2023 08:04,yes,thumbs up
21,95,13-04-2023 08:04,yes,laughing
21,96,13-04-2023 08:04,no,fire
21,97,13-04-2023 08:04,yes,clap
21,98,13-04-2023 08:04,yes,heart emoji
21,99,13-04-2023 08:04,no,thumbs up
21,100,13-04-2023 08:04,yes,laughing
21,101,13-04-2023 08:04,yes,fire
21,102,13-04-2023 08:04,no,clap
21,103,13-04-2023 08:04,yes,heart emoji
21,104,13-04-2023 08:04,yes,thumbs up
21,105,13-04-2023 08:04,no,laughing
21,106,13-04-2023 08:04,yes,fire
21,107,13-04-2023 08:04,yes,clap
21,108,13-04-2023 08:04,no,heart emoji
21,109,13-04-2023 08:04,yes,thumbs up
21,110,13-04-2023 08:04,yes,laughing
21,111,13-04-2023 08:04,no,fire
21,112,13-04-2023 08:04,yes,clap
21,113,13-04-2023 08:04,yes,heart emoji
21,114,13-04-2023 08:04,no,thumbs up
21,115,13-04-2023 08:04,yes,laughing
21,116,13-04-2023 08:04,yes,fire
21,117,13-04-2023 08:04,no,clap
21,118,13-04-2023 08:04,yes,heart emoji
21,119,13-04-2023 08:04,yes,thumbs up
21,120,13-04-2023 08:04,no,laughing
21,121,13-04-2023 08:04,yes,fire
21,122,13-04-2023 08:04,yes,clap
21,123,13-04-2023 08:04,no,heart emoji
21,124,13-04-2023 08:04,yes,thumbs up
21,125,13-04-2023 08:04,yes,laughing
21,126,13-04-2023 08:04,no,fire
21,127,13-04-2023 08:04,yes,clap
21,128,13-04-2023 08:04,yes,heart emoji
21,129,13-04-2023 08:04,no,thumbs up
21,130,13-04-2023 08:04,yes,laughing
21,131,13-04-2023 08:04,yes,fire
21,132,13-04-2023 08:04,no,clap
21,133,13-04-2023 08:04,yes,heart emoji
21,134,13-04-2023 08:04,yes,thumbs up
21,135,13-04-2023 08:04,no,laughing
21,136,13-04-2023 08:04,yes,fire
21,137,13-04-2023 08:04,yes,clap
21,138,13-04-2023 08:04,no,heart emoji
21,139,13-04-2023 08:04,yes,thumbs up
21,140,13-04-2023 08:04,yes,laughing
21,141,13-04-2023 08:04,no,fire
21,142,13-04-2023 08:04,yes,clap
21,143,13-04-2023 08:04,yes,heart emoji
21,144,13-04-2023 08:04,no,thumbs up
21,145,13-04-2023 08:04,yes,laughing
21,146,13-04-2023 08:04,yes,fire
21,147,13-04-2023 08:04,no,clap
21,148,13-04-2023 08:04,yes,heart emoji
21,149,13-04-2023 08:04,yes,thumbs up
21,150,13-04-2023 08:04,no,laughing
21,151,13-04-2023 08:04,yes,fire
21,152,13-04-2023 08:04,yes,clap
21,153,13-04-2023 08:04,no,heart emoji
21,154,13-04-2023 08:04,yes,thumbs up
21,155,13-04-2023 08:04,yes,laughing
21,156,13-04-2023 08:04,no,fire
21,157,13-04-2023 08:04,yes,clap
21,158,13-04-2023 08:04,yes,heart emoji
21,159,13-04-2023 08:04,no,thumbs up
21,160,13-04-2023 08:04,yes,laughing
21,161,13-04-2023 08:04,yes,fire
21,162,13-04-2023 08:04,no,clap
21,163,13-04-2023 08:04,yes,heart emoji
21,164,13-04-2023 08:04,yes,thumbs up
21,165,13-04-2023 08:04,no,laughing
21,166,13-04-2023 08:04,yes,fire
21,167,13-04-2023 08:04,yes,clap
21,168,13-04-2023 08:04,no,heart emoji
21,169,13-04-2023 08:04,yes,thumbs up
21,170,13-04-2023 08:04,yes,laughing
21,171,13-04-2023 08:04,no,fire
21,172,13-04-2023 08:04,yes,clap
21,173,13-04-2023 08:04,yes,heart emoji
21,174,13-04-2023 08:04,no,thumbs up
21,175,13-04-2023 08:04,yes,laughing
21,176,13-04-2023 08:04,yes,fire
21,177,13-04-2023 08:04,no,clap
21,178,13-04-2023 08:04,yes,heart emoji
21,179,13-04-2023 08:04,yes,thumbs up
21,180,13-04-2023 08:04,no,laughing
21,181,13-04-2023 08:04,yes,fire
21,182,13-04-2023 08:04,yes,clap
21,183,13-04-2023 08:04,no,heart emoji
21,184,13-04-2023 08:04,yes,thumbs up
21,185,13-04-2023 08:04,yes,laughing
21,186,13-04-2023 08:04,no,fire
21,187,13-04-2023 08:04,yes,clap
21,188,13-04-2023 08:04,yes,heart emoji
21,189,13-04-2023 08:04,no,thumbs up
21,190,13-04-2023 08:04,yes,laughing
21,191,13-04-2023 08:04,yes,fire
21,192,13-04-2023 08:04,no,clap
21,193,13-04-2023 08:04,yes,heart emoji
21,194,13-04-2023 08:04,yes,thumbs up
21,195,13-04-2023 08:04,no,laughing
21,196,13-04-2023 08:04,yes,fire
21,197,13-04-2023 08:04,yes,clap
21,198,13-04-2023 08:04,no,heart emoji
21,199,13-04-2023 08:04,yes,thumbs up
21,200,13-04-2023 08:04,yes,laughing
21,201,13-04-2023 08:04,no,fire
21,202,13-04-2023 08:04,yes,clap
21,203,13-04-2023 08:04,yes,heart emoji
21,204,13-04-2023 08:04,no,thumbs up
21,205,13-04-2023 08:04,yes,laughing
21,206,13-04-2023 08:04,yes,fire
21,207,13-04-2023 08:04,no,clap
21,208,13-04-2023 08:04,yes,heart emoji
21,209,13-04-2023 08:04,yes,thumbs up
21,210,13-04-2023 08:04,no,laughing
